,REVENUE,CROSS_SELL_SUCCESS,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,MOBILE_LOGINS,PC_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,FOLLOWED_RECOMMENDATIONS_PCT,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED,ln_REVENUE,ln_AVG_TIME_PER_SITE_VISIT,ln_AVG_PREP_VID_TIME,ln_TOTAL_MEALS_ORDERED,ln_UNIQUE_MEALS_PURCH,ln_CONTACTS_W_CUSTOMER_SERVICE,ln_WEEKLY_PLAN,ln_TOTAL_PHOTOS_VIEWED
10,930.0,1,Aggo,aggo@protonmail.com,Aggo,Aggo,14,4,12,3,51.0,1,2,0,1,5,1,0,2,9,0,0,80,114.2,4,0,2,15,444,6.835184586147301,3.9318256327243257,4.73795129722191,2.6390573296152584,1.3862943611198906,2.4849066497880004,0.0,6.095824562432225
11,1290.0,1,Alannys Harlaw,alannys.harlaw@gmail.com,Alannys,Harlaw,92,9,3,2,115.51,1,4,0,0,6,1,13,0,0,1,0,80,163.3,5,1,2,18,0,7.162397497355718,4.749357106300589,5.095588999976419,4.5217885770490405,2.1972245773362196,1.0986122886681098,2.5649493574615367,0.0
12,4550.0,1,Alaric of Eysen,alaric.of.eysen@yahoo.com,Alaric,of Eysen,122,3,10,9,134.7,1,0,0,1,6,1,1,0,1,0,0,90,204.2,6,1,4,10,250,8.422882511944996,4.903050083416319,5.319099905730565,4.804021044733257,1.0986122886681098,2.302585092994046,0.0,5.521460917862246
13,1190.0,1,Albett,albett@gmail.com,Albett,Albett,37,4,5,3,31.0,1,0,0,1,5,1,13,2,1,0,0,90,128.8,3,1,2,17,0,7.081708586105575,3.4339872044851463,4.858260813670253,3.6109179126442243,1.3862943611198906,1.6094379124341003,2.5649493574615367,0.0
14,1425.0,1,Alebelly,alebelly@gmail.com,Alebelly,Alebelly,50,5,7,8,26.04,1,2,0,0,5,1,13,0,3,0,0,90,105.5,2,0,2,18,0,7.261927092702751,3.2596338173403683,4.658710952916121,3.912023005428146,1.6094379124341003,1.9459101490553132,2.5649493574615367,0.0
15,1860.0,1,Alester Florent,alester.florent@passport.com,Alester,Florent,80,3,6,1,102.2,1,2,0,1,6,2,9,0,4,0,0,90,121.2,4,0,3,12,0,7.528331766707247,4.626931677769604,4.797442073635214,4.382026634673881,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0
16,2662.5,1,Alicent Hightower,alicent.hightower@live.com,Alicent,Hightower,91,5,9,10,67.5,1,2,0,1,5,1,11,0,4,0,0,90,192.9,5,1,3,12,0,7.88702081001768,4.212127597878484,5.262171919911683,4.51085950651685,1.6094379124341003,2.1972245773362196,2.3978952727983707,0.0
17,1975.0,1,Allar Deem,allar.deem@live.com,Allar,Deem,64,9,6,2,101.6,1,2,2,0,6,1,47,0,2,0,0,90,138.1,3,1,3,12,0,7.5883236773352225,4.6210435351443815,4.9279780604152466,4.1588830833596715,2.1972245773362196,1.791759469228055,3.8501476017100584,0.0
18,1275.0,1,Allard Seaworth,allard.seaworth@gmail.com,Allard,Seaworth,31,7,6,1,231.29999999999998,1,2,0,1,5,2,0,0,3,0,0,90,106.9,2,1,3,14,0,7.150701457592526,5.443715569237393,4.671893818030999,3.4339872044851463,1.9459101490553132,1.791759469228055,0.0,0.0
19,1650.0,1,Alyce Graceford,alyce.graceford@gmail.com,Alyce,Graceford,67,8,8,6,34.8,1,3,0,0,5,1,2,7,0,0,0,80,120.0,3,0,3,11,0,7.408530566894626,3.5496173867804286,4.787491742782046,4.204692619390966,2.0794415416798357,2.0794415416798357,0.6931471805599453,0.0
20,1479.0,1,Alyn Cockshaw,alyn.cockshaw@aol.com,Alyn,Cockshaw,43,3,5,5,72.18,1,2,1,1,5,1,0,5,0,1,1,70,222.8,6,0,3,14,0,7.2991214627108,4.279162999214643,5.406274508053129,3.7612001156935624,1.0986122886681098,1.6094379124341003,0.0,0.0
21,1399.0,1,Alyn Frey,alyn.frey@msn.com,Alyn,Frey,38,5,6,7,81.75,1,3,0,1,5,1,0,0,4,1,1,90,114.4,4,0,3,12,136,7.243512974665482,4.403665809777363,4.739701078945697,3.6375861597263857,1.6094379124341003,1.791759469228055,0.0,4.912654885736052
22,1470.0,1,Alyn Stackspear,alyn.stackspear@protonmail.com,Alyn,Stackspear,133,3,7,3,24.08,1,0,0,1,6,2,12,9,1,1,0,90,132.2,4,1,3,15,0,7.293017679772782,3.1813816204406202,4.884315927417586,4.890349128221754,1.0986122886681098,1.9459101490553132,2.4849066497880004,0.0
23,1775.0,1,Alysanne Targaryen,alysanne.targaryen@verizon.com,Alysanne,Targaryen,59,2,8,8,76.13,0,3,2,1,5,3,6,9,4,0,0,80,145.6,5,0,3,13,16,7.4815557019095165,4.332442405318121,4.980863135762585,4.07753744390572,0.6931471805599453,2.0794415416798357,1.791759469228055,2.772588722239781
24,1579.0,1,Ambrose Butterwell,ambrose.butterwell@protonmail.com,Ambrose,Butterwell,58,4,5,8,94.5,1,0,0,1,6,1,9,0,1,0,0,90,144.2,5,0,2,16,243,7.364547014255642,4.548599834499697,4.971201224850849,4.060443010546419,1.3862943611198906,1.6094379124341003,2.1972245773362196,5.493061443340548
25,2025.0,1,Anders Yronwood,anders.yronwood@hotmail.com,Anders,Yronwood,49,2,9,9,60.42,1,0,0,1,5,1,30,0,0,1,0,70,137.0,4,1,3,14,178,7.613324979540639,4.101320175958526,4.919980925828125,3.8918202981106265,0.6931471805599453,2.1972245773362196,3.4011973816621555,5.181783550292085
26,2812.5,1,Annara Farring,annara.farring@merck.com,Annara,Farring,90,5,9,2,51.89,1,2,0,1,4,2,1,0,1,1,1,70,161.6,3,1,3,12,0,7.941829046512676,3.949126093379648,5.085124146086995,4.499809670330265,1.6094379124341003,2.1972245773362196,0.0,0.0
27,1679.0,1,Aron Santagar,aron.santagar@gmail.com,Aron,Santagar,100,6,6,7,106.6,0,5,0,1,6,2,1,1,2,0,0,90,161.1,5,0,3,14,360,7.425953657077541,4.669083511731744,5.082025290182929,4.605170185988092,1.791759469228055,1.791759469228055,0.0,5.886104031450156
28,1789.0,1,Arson,arson@msn.com,Arson,Arson,71,5,5,1,102.8,1,1,0,1,5,2,12,4,6,0,0,90,151.0,4,0,3,14,268,7.489412083508719,4.632785353021065,5.017279836814924,4.2626798770413155,1.6094379124341003,1.6094379124341003,2.4849066497880004,5.5909869805108565
29,1917.0,1,Arthur Dayne,arthur.dayne@hotmail.com,Arthur,Dayne,84,4,5,9,109.13,1,0,0,1,5,2,3,4,2,0,0,80,182.0,5,0,3,11,0,7.558516743045645,4.692539832124998,5.204006687076795,4.430816798843313,1.3862943611198906,1.6094379124341003,1.0986122886681098,0.0
30,1865.0,1,Artos Stark,artos.stark@protonmail.com,Artos,Stark,49,2,7,6,104.61,1,0,0,1,6,2,13,7,3,0,0,70,179.2,6,1,3,14,318,7.5310163320779155,4.650239149355669,5.18850250054083,3.8918202981106265,0.6931471805599453,1.9459101490553132,2.5649493574615367,5.762051382780177
31,1740.0,1,Arwyn Oakheart,arwyn.oakheart@yahoo.com,Arwyn,Oakheart,72,3,6,1,127.89,1,0,0,1,5,2,16,0,0,0,0,90,148.4,6,1,3,12,0,7.461640392208575,4.851170519445229,4.99991133073328,4.276666119016055,1.0986122886681098,1.791759469228055,2.772588722239781,0.0
32,3368.75,1,Asha Greyjoy,asha.greyjoy@unitedtech.com,Asha,Greyjoy,75,1,8,7,53.0,1,0,0,1,6,2,7,8,8,0,0,80,166.3,6,0,3,15,95,8.122297034657308,3.970291913552122,5.113793386198882,4.31748811353631,0.0,2.0794415416798357,1.9459101490553132,4.553876891600541
33,910.0,1,Aubrey Ambrose,aubrey.ambrose@yahoo.com,Aubrey,Ambrose,14,4,12,5,16.96,1,2,0,1,6,1,2,0,1,0,0,80,98.8,3,0,2,15,0,6.813444599510896,2.830857630363757,4.593097604753822,2.6390573296152584,1.3862943611198906,2.4849066497880004,0.6931471805599453,0.0
34,1050.0,1,Baelor Blacktyde,baelor.blacktyde@nike.com,Baelor,Blacktyde,15,4,11,2,116.22,1,1,0,1,4,1,0,0,3,1,0,70,89.6,3,0,2,14,0,6.956545443151569,4.755484946646959,4.4953553199808844,2.70805020110221,1.3862943611198906,2.3978952727983707,0.0,0.0
35,1363.0,1,Baelor I Targaryen,baelor.i.targaryen@yahoo.com,Baelor,I Targaryen,106,4,5,3,115.0,1,0,0,1,6,1,4,0,1,1,0,70,177.5,6,0,3,13,0,7.217443431696533,4.74493212836325,5.178970608915471,4.663439094112067,1.3862943611198906,1.6094379124341003,1.3862943611198906,0.0
36,3540.0,1,Barbrey Dustin,barbrey.dustin@msn.com,Barbrey,Dustin,178,6,10,1,90.92,1,0,0,0,6,2,12,0,1,0,0,90,180.3,4,2,3,13,0,8.17188200612782,4.509979998984343,5.194622130209272,5.181783550292085,1.791759469228055,2.302585092994046,2.4849066497880004,0.0
37,995.0,1,Barre,barre@yahoo.com,Barre,Barre,13,8,11,1,78.92,1,1,0,1,5,1,3,0,4,0,0,90,91.8,3,1,2,17,0,6.902742737158593,4.368434681154414,4.519612297626445,2.5649493574615367,2.0794415416798357,2.3978952727983707,1.0986122886681098,0.0
38,3975.0,1,Barristan Selmy,barristan.selmy@gmail.com,Barristan,Selmy,114,4,8,2,140.94,1,1,0,1,5,2,35,1,5,1,0,70,169.4,3,1,3,11,450,8.287780027088433,4.948334267898876,5.132262782217954,4.736198448394496,1.3862943611198906,2.0794415416798357,3.5553480614894135,6.1092475827643655
39,1465.0,1,Barth,barth@yahoo.com,Barth,Barth,45,9,5,3,103.2,1,2,0,1,5,2,0,1,6,0,0,80,152.1,6,0,4,10,0,7.289610521451167,4.636668853047462,5.024538199265247,3.8066624897703196,2.1972245773362196,1.6094379124341003,0.0,0.0
40,1890.0,1,Barth (brewer),barth.(brewer)@nike.com,Barth,,120,6,10,4,48.71,0,0,1,1,5,1,10,4,5,0,0,70,122.8,3,1,3,14,0,7.5443321080536885,3.8858843478184513,4.810557015713042,4.787491742782046,1.791759469228055,2.302585092994046,2.302585092994046,0.0
41,1365.0,1,Bass,bass@protonmail.com,Bass,Bass,42,8,7,5,68.0,1,1,0,0,5,1,2,0,0,1,1,70,86.4,4,0,2,17,90,7.21890970761906,4.219507705176107,4.45898767581001,3.7376696182833684,2.0794415416798357,1.9459101490553132,0.6931471805599453,4.499809670330265
42,975.0,1,Beck,beck@unitedhealth.com,Beck,Beck,14,6,11,3,59.52,1,1,0,1,6,2,9,0,9,0,0,90,186.4,7,0,1,16,188,6.882437470997847,4.086312390524837,5.2278949022514904,2.6390573296152584,1.791759469228055,2.3978952727983707,2.1972245773362196,5.236441962829949
43,4210.5,1,Beldecar,beldecar@yahoo.com,Beldecar,Beldecar,82,4,8,5,114.16,1,1,0,1,6,1,0,0,7,1,0,70,172.0,6,1,4,11,364,8.345336684470047,4.737600973168581,5.147494476813453,4.406719247264253,1.3862943611198906,2.0794415416798357,0.0,5.8971538676367405
44,1999.0,1,Bellegere Otherys,bellegere.otherys@mcdonalds.com,Bellegere,Otherys,127,6,6,9,41.74,1,4,0,1,6,1,23,0,2,0,0,90,124.1,2,0,3,14,0,7.6004023345004,3.7314599016490546,4.821087692210561,4.844187086458591,1.791759469228055,1.791759469228055,3.1354942159291497,0.0
45,3195.0,1,Ben Blackthumb,ben.blackthumb@passport.com,Ben,Blackthumb,61,5,8,2,163.58,1,5,0,0,5,2,0,0,1,0,0,80,153.0,5,1,3,14,16,8.069342366811636,5.097302167306828,5.030437921392435,4.110873864173311,1.6094379124341003,2.0794415416798357,0.0,2.772588722239781
46,1450.0,1,Ben Bones,ben.bones@protonmail.com,Ben,Bones,56,2,5,3,89.0,1,2,1,1,6,1,24,0,2,0,0,90,131.4,3,0,2,16,0,7.27931883541462,4.48863636973214,4.8782461060505105,4.02535169073515,0.6931471805599453,1.6094379124341003,3.1780538303479458,0.0
47,1655.0,1,Benedict,benedict@yahoo.com,Benedict,Benedict,98,3,3,3,110.52,1,3,0,0,6,1,2,4,0,0,0,70,170.0,4,1,3,14,0,7.411556287811163,4.705196500055216,5.135798437050262,4.584967478670572,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0
48,4695.0,1,Berena Hornwood,berena.hornwood@gmail.com,Berena,Hornwood,94,8,10,6,76.32,1,0,0,1,6,1,21,0,5,1,0,90,180.0,4,1,4,11,714,8.454253391642363,4.334935027140031,5.19295685089021,4.543294782270004,2.0794415416798357,2.302585092994046,3.044522437723423,6.570882962339584
49,1360.0,1,Beron Blacktyde,beron.blacktyde@protonmail.com,Beron,Blacktyde,74,3,5,3,108.73,1,0,0,1,6,2,0,0,4,0,0,70,183.2,6,0,1,16,72,7.215239978730097,4.6888677450096585,5.21057845224003,4.30406509320417,1.0986122886681098,1.6094379124341003,0.0,4.276666119016055
50,1680.0,1,Beron Stark,beron.stark@pg.com,Beron,Stark,56,3,6,10,94.64,0,1,0,1,6,1,0,4,8,0,0,80,157.2,5,1,3,14,0,7.426549072397305,4.550080219670131,5.057518879995106,4.02535169073515,1.0986122886681098,1.791759469228055,0.0,0.0
51,1560.0,1,Bessa,bessa@protonmail.com,Bessa,Bessa,49,8,4,8,107.89,1,2,0,1,5,2,30,6,4,0,0,70,107.3,4,0,3,12,168,7.352441100243583,4.681112189563248,4.675628649636653,3.8918202981106265,2.0794415416798357,1.3862943611198906,3.4011973816621555,5.123963979403259
52,8715.0,1,Beth Cassel,beth.cassel@unitedhealth.com,Beth,Cassel,118,1,9,5,38.0,1,0,0,0,6,1,0,0,4,1,1,90,188.4,5,1,4,11,296,9.07280095795412,3.6375861597263857,5.238567362142263,4.770684624465665,0.0,2.1972245773362196,0.0,5.69035945432406
53,2012.5,1,Bethany (Blushing Bethany),bethany.(blushing.bethany)@mmm.com,Bethany,,67,1,4,8,31.0,1,2,0,1,6,2,6,9,2,0,0,80,130.4,2,1,2,16,0,7.607133009292719,3.4339872044851463,4.870606649492553,4.204692619390966,0.0,1.3862943611198906,1.791759469228055,0.0
54,2527.5,1,Black Bernarr,black.bernarr@gmail.com,Black,Bernarr,105,4,6,8,128.42,1,3,0,0,4,2,19,0,1,0,0,80,177.1,4,0,3,11,128,7.834985950894627,4.855306142365902,5.176714544788788,4.653960350157523,1.3862943611198906,1.791759469228055,2.9444389791664403,4.852030263919617
55,2616.25,1,Blane,blane@merck.com,Blane,Blane,64,1,7,1,49.0,1,1,0,1,6,1,17,0,0,0,0,80,120.0,2,0,3,15,0,7.869497273760209,3.8918202981106265,4.787491742782046,4.1588830833596715,0.0,1.9459101490553132,2.833213344056216,0.0
56,1700.0,1,Bloodbeard,bloodbeard@gmail.com,Bloodbeard,Bloodbeard,38,2,6,10,133.01,1,6,0,0,6,1,8,0,5,1,0,90,122.0,4,1,3,13,176,7.438383530044307,4.890424313365204,4.804021044733257,3.6375861597263857,0.6931471805599453,1.791759469228055,2.0794415416798357,5.170483995038151
57,3517.5,1,Bodger,bodger@me.com,Bodger,Bodger,238,4,6,7,112.45,1,2,0,1,5,1,9,2,2,0,0,80,157.5,5,1,4,9,504,8.165505788988543,4.722508678405324,5.059425458265688,5.472270673671475,1.3862943611198906,1.791759469228055,2.1972245773362196,6.222576268071369
58,4065.0,1,Bonifer Hasty,bonifer.hasty@protonmail.com,Bonifer,Hasty,94,4,9,5,110.33,1,3,0,1,6,1,0,0,2,0,0,70,168.0,6,1,4,10,242,8.310169021981912,4.703475874772215,5.123963979403259,4.543294782270004,1.3862943611198906,2.1972245773362196,0.0,5.488937726156687
59,2887.5,1,Boros Blount,boros.blount@mcdonalds.com,Boros,Blount,54,7,6,10,38.84,1,4,0,1,5,1,12,0,0,0,0,90,150.1,4,1,3,13,340,7.968146354830049,3.659450643423124,5.011301738639416,3.9889840465642745,1.9459101490553132,1.791759469228055,2.4849066497880004,5.8289456176102075
60,1375.0,1,Bradamar Frey,bradamar.frey@apple.com,Bradamar,Frey,72,7,4,8,119.95,1,1,1,1,6,1,9,0,0,1,0,80,88.9,4,0,3,12,0,7.226209010100671,4.787074989285704,4.487512142519859,4.276666119016055,1.9459101490553132,1.3862943611198906,2.1972245773362196,0.0
61,1789.0,1,Brenett,brenett@cisco.com,Brenett,Brenett,55,2,6,10,72.0,1,1,0,0,6,1,11,0,5,1,0,80,187.7,6,1,3,15,0,7.489412083508719,4.276666119016055,5.234844943592463,4.007333185232471,0.6931471805599453,1.791759469228055,2.3978952727983707,0.0
62,1688.75,1,Brogg,brogg@yahoo.com,Brogg,Brogg,14,1,11,3,88.0,1,3,0,1,6,2,0,0,1,0,0,90,114.0,5,0,1,16,0,7.431743889274409,4.477336814478207,4.736198448394496,2.6390573296152584,0.0,2.3978952727983707,0.0,0.0
63,1280.0,1,Bronn,bronn@protonmail.com,Bronn,Bronn,100,7,4,9,169.99,1,0,0,0,4,1,12,0,1,0,0,80,91.4,2,0,2,17,0,7.154615356913663,5.135739611790679,4.515245478460105,4.605170185988092,1.9459101490553132,1.3862943611198906,2.4849066497880004,0.0
64,1210.0,1,Bryan Fossoway,bryan.fossoway@gmail.com,Bryan,Fossoway,46,3,6,4,90.54,1,2,1,0,6,2,5,3,2,0,0,70,95.2,2,1,2,17,0,7.098375638590786,4.505791742007813,4.55597994179732,3.828641396489095,1.0986122886681098,1.791759469228055,1.6094379124341003,0.0
65,1350.0,1,Bryan of Oldtown,bryan.of.oldtown@yahoo.com,Bryan,of Oldtown,61,6,6,7,211.86,1,0,0,0,5,1,0,2,0,0,0,70,127.1,5,1,2,15,0,7.2078598714324755,5.35592567916835,4.844974178195408,4.110873864173311,1.791759469228055,1.791759469228055,0.0,0.0
66,1120.0,1,Bryce Caron,bryce.caron@pg.com,Bryce,Caron,28,7,5,9,43.75,1,2,2,0,5,2,11,0,3,1,0,80,80.8,3,0,2,15,0,7.02108396428914,3.7784916128036232,4.39197696552705,3.332204510175204,1.9459101490553132,1.6094379124341003,2.3978952727983707,0.0
67,1170.0,1,Byan Votyris,byan.votyris@pg.com,Byan,Votyris,34,3,7,3,68.0,1,1,0,1,6,2,48,0,3,1,1,90,134.8,3,1,2,17,0,7.064759027791802,4.219507705176107,4.9037921984782065,3.5263605246161616,1.0986122886681098,1.9459101490553132,3.871201010907891,0.0
68,4567.5,1,Byron,byron@travelers.com,Byron,Byron,55,1,7,1,53.0,1,3,0,0,6,1,0,0,4,1,1,90,147.8,5,1,3,15,432,8.426721288252162,3.970291913552122,4.995860008514102,4.007333185232471,0.0,1.9459101490553132,0.0,6.068425588244111
69,3112.5,1,Caleotte,caleotte@gmail.com,Caleotte,Caleotte,91,8,7,8,106.4,1,0,0,1,6,1,2,0,0,1,0,70,279.2,6,2,3,11,0,8.043181540772963,4.667205576907544,5.631928370888217,4.51085950651685,2.0794415416798357,1.9459101490553132,0.6931471805599453,0.0
70,2115.0,1,Calon,calon@protonmail.com,Calon,Calon,135,9,7,2,35.82,1,4,0,0,5,1,0,1,1,0,0,70,122.6,2,2,3,12,0,7.656810091480378,3.578506396632566,4.808927023502111,4.90527477843843,2.1972245773362196,1.9459101490553132,0.0,0.0
71,1819.0,1,Canker Jeyne,canker.jeyne@nike.com,Canker,Jeyne,40,3,8,5,104.25,1,2,0,0,5,2,0,4,2,0,0,70,126.0,4,0,3,12,174,7.506042178518122,4.646791860678911,4.836281906951478,3.6888794541139363,1.0986122886681098,2.0794415416798357,0.0,5.159055299214529
72,2565.0,1,Carellen Smallwood,carellen.smallwood@yahoo.com,Carellen,Smallwood,67,6,8,5,91.75,1,1,0,1,6,2,12,0,10,1,1,90,203.4,6,0,3,15,573,7.84971375760487,4.51906748693468,5.315174483614459,4.204692619390966,1.791759469228055,2.0794415416798357,2.4849066497880004,6.35088571671474
73,1295.0,1,Cetheres,cetheres@cisco.com,Cetheres,Cetheres,29,9,6,8,34.65,1,1,0,1,5,1,0,3,1,1,0,80,147.5,4,1,2,16,0,7.166265974133638,3.5452977256359124,4.993828175779875,3.367295829986474,2.1972245773362196,1.791759469228055,0.0,0.0
74,1300.0,1,Chett,chett@yahoo.com,Chett,Chett,64,7,6,4,112.29,1,2,0,1,5,1,2,0,3,0,0,80,128.7,4,0,3,15,0,7.170119543449628,4.721084810584447,4.857484114602081,4.1588830833596715,1.9459101490553132,1.791759469228055,0.6931471805599453,0.0
75,1605.0,1,Chiswyck,chiswyck@jnj.com,Chiswyck,Chiswyck,68,2,7,10,70.0,1,1,0,0,5,2,0,0,1,0,0,90,139.8,4,1,3,15,0,7.380879035564116,4.248495242049359,4.94021282979971,4.219507705176107,0.6931471805599453,1.9459101490553132,0.0,0.0
76,2126.25,1,Cleos Frey,cleos.frey@merck.com,Cleos,Frey,51,1,5,3,51.0,1,1,0,1,6,2,3,0,9,0,0,80,139.2,3,1,3,15,180,7.662115143710071,3.9318256327243257,4.935911747900319,3.9318256327243257,0.0,1.6094379124341003,1.0986122886681098,5.19295685089021
77,1600.0,1,Cletus Yronwood,cletus.yronwood@pg.com,Cletus,Yronwood,50,9,5,3,96.0,1,0,0,0,5,1,47,7,4,0,0,90,111.6,3,0,3,12,261,7.3777589082278725,4.564348191467836,4.71492104994721,3.912023005428146,2.1972245773362196,1.6094379124341003,3.8501476017100584,5.564520407322694
78,3780.0,1,Coldhands,coldhands@verizon.com,Coldhands,Coldhands,98,9,8,9,139.6,1,2,0,1,5,1,0,3,6,0,0,70,178.6,4,1,4,9,240,8.237479288613633,4.938781190328272,5.185148668442399,4.584967478670572,2.1972245773362196,2.0794415416798357,0.0,5.480638923341991
79,1385.0,1,Colemon,colemon@protonmail.com,Colemon,Colemon,138,6,4,2,77.5,1,2,0,1,6,2,0,2,0,0,0,90,89.4,3,1,2,17,0,7.233455418621439,4.350277936359301,4.493120682179469,4.927253685157205,1.791759469228055,1.3862943611198906,0.0,0.0
80,1129.0,1,Conn,conn@protonmail.com,Conn,Conn,46,5,7,6,80.84,0,0,0,1,5,1,11,8,4,0,0,80,103.6,3,0,2,18,88,7.029087564149662,4.39247189253542,4.640537329825382,3.828641396489095,1.6094379124341003,1.9459101490553132,2.3978952727983707,4.477336814478207
81,1150.0,1,Corlys Velaryon,corlys.velaryon@travelers.com,Corlys,Velaryon,40,8,5,1,107.0,1,1,1,1,5,2,3,0,1,0,0,80,86.4,3,1,1,17,0,7.047517221357296,4.672828834461906,4.45898767581001,3.6888794541139363,2.0794415416798357,1.6094379124341003,1.0986122886681098,0.0
82,2012.5,1,Cortnay Penrose,cortnay.penrose@yahoo.com,Cortnay,Penrose,35,1,4,3,36.0,1,1,0,0,6,1,0,2,1,1,0,70,122.4,3,0,2,17,0,7.607133009292719,3.58351893845611,4.807294370078226,3.5553480614894135,0.0,1.3862943611198906,0.0,0.0
